id,content,keywords
346987,gotta prepare for all the new compliancing,"['technical analysis or trend analysis', 'ta']"
346995,gemini currently has no otc borrow left to short usdt,"['tether', 'usdt']"
347000,797291232 usdt 797291232 usd transferred from bitfinex to tether treasury,"['tether', 'usdt']"
347013,can some big brain eli5 why all markets is coupled to ust collapse in the beginning they still have btc reserve to defend peg so btc is coupled and the rest will dump based on coupling with btc but now that they are out of btc i guess only luna is coupled and will go to 0 why the rest is still correlated i can see there are arbs here and there and perhaps people are panicking so introducing irrational correlationis ust deeply used as collateral in other markets and defi protocols sorry did not really play and follow this ponzi if so only those pairing can be correlated and not the whole fking markets right so the dump is really due to irrational selling,"['explain it like i’m 5', 'eli5', 'decentralized finance', 'defi', 'big', 'brain', 'eli5', 'markets', 'coupled', 'ust', 'collapse', 'beginning', 'btc', 'reserve', 'defend', 'peg', 'btc', 'coupled', 'rest', 'dump', 'based', 'coupling', 'btc', 'btc', 'guess', 'luna', 'coupled', '0', 'rest', 'correlated', 'arbs', 'people', 'panicking', 'introducing', 'irrational', 'correlationis', 'ust', 'deeply', 'collateral', 'markets', 'defi', 'protocols', 'sorry', 'play', 'follow', 'ponzi', 'pairing', 'correlated', 'fking', 'markets', 'right', 'dump', 'irrational', 'selling']"
347017,why all markets coupled to ust they arent ust well luna is the one that got rekt because of the market,"['“wrecked” (meaning major losses)', 'rekt']"
347028,yes minting a tons of luna and get rekt,"['“wrecked” (meaning major losses)', 'rekt']"
347033,i want some non investment advise if i am in the camp that we will be in crypto winter soon and will get to buy sub 1k eth at some point but i cant get myself to sell because of the merge as the catalyst is merge a bad reason to keep holding,"['ether (also known as ethereum)', 'eth']"
347038,merge is a big event with eth,"['ether (also known as ethereum)', 'eth']"
347040,but stop hearing about the shilling that eth will be up only when merge happens,"['ether (also known as ethereum)', 'eth']"
347042,as eth ever had anything similar to merge before probably nothing as significant but some major event people were waiting for,"['ether (also known as ethereum)', 'eth']"
347057,l2 report vol 1a monthly update on layer 2 protocols 20th april 12th maytldron april 6th 2022 the arbitrum nitro devnet built on ethereums gorli testnet went live arbitrum nitro is the most advanced rollup stack ever built and it enables massively higher throughput and lower feesthe optimism collective has been introduced the optimism collective is a largescale experiment in digital democratic governance built to drive rapid and sustainable growth of a decentralized ecosystem and stewarded by the newly formed optimism foundation the collective is a band of communities companies and citizens united by a mutually beneficial pact to adhere to the axiom of impactprofit this is outlined in depth in the optimistic vision op governance token with the first airdrop in q2boba networks wagmiv3 is here wagmi is the enhanced liquidity mining program where the team rewards those who contribute to the sustained growth of the boba ecosystem their users and developers boba as a fee token is herein collaboration with impactscope the metis team presented their metis earth day hackathon the team has selected 55 applicants out of over 800 applications to be metis global ambassadorspolygon supernets have been introduced dedicated scalable blockchains that aim to ignite mass adoption of polygon and web3 to support this ambitious product and goal the team announced a 100m support fund meta is making a major foray into web3 and polygon will be powering itthe first version of starknet bridge starkgate alpha starkgate alpha is live on mainnetmaker announced the starknet dai bridge launchas loopring l2 continues to get a big influx of new users each week please be sure to check out their knowledge base for all things loopring l2 new video tutorial added to loopring university new community wearable nft airdrops are coming make sure you have your loopring l2 wallets activatedzkspace mobile app for android and ios is here bringing zkspace layer 2 dex payment and nft features to your fingertips you can now use the mobile app to perform almost all of the activities that are possible on the zkspace web app eco deposit and fast withdraw will be included in future versionsdydx ios app is now available to the public this makes dydx one of the first defi protocols to launch a dedicated mobile app and puts our user experience even more on par with centralized exchanges celousd runeusd and icp are now liveearlier this year gamestop announced it was building its first nft marketplace on ethereum and immutable x has been chosen to integrate its ethereum l2 protocol marketplace to bring the nextgen of gaming nft projects to gamestop customers also the immutable x developer launch rewards program is back with bigger prizes this program celebrates earlystage nft collectibles in their journey on ethereum powered by immutable xthe deversifi team launched a bug bounty scheme offering rewards of 30000 for finding security issues on their app website api or discordthe state of the layer 2 ecosystem by l2beatoptimistic rollup price differences due to data compressionpotential future hybrid zkoptimistic rollupdisaggregated blockchain layersand morelayer2,"['decentralized finance', 'defi', 'application programming interface', 'api', 'l2', 'report', 'vol', '1a', 'monthly', 'update', 'layer', '2', 'protocols', '20th', 'april', '12th', 'maytldron', 'april', '6th', '2022', 'arbitrum', 'nitro', 'devnet', 'built', 'ethereums', 'gorli', 'testnet', 'went', 'live', 'arbitrum', 'nitro', 'advanced', 'rollup', 'stack', 'built', 'enables', 'massively', 'higher', 'throughput', 'lower', 'feesthe', 'optimism', 'collective', 'introduced', 'optimism', 'collective', 'largescale', 'experiment', 'digital', 'democratic', 'governance', 'built', 'drive', 'rapid', 'sustainable', 'growth', 'decentralized', 'ecosystem', 'stewarded', 'newly', 'formed', 'optimism', 'foundation', 'collective', 'band', 'communities', 'companies', 'citizens', 'united', 'mutually', 'beneficial', 'pact', 'adhere', 'axiom', 'impactprofit', 'outlined', 'depth', 'optimistic', 'vision', 'op', 'governance', 'token', 'airdrop', 'q2boba', 'networks', 'wagmiv3', 'wagmi', 'enhanced', 'liquidity', 'mining', 'program', 'team', 'rewards', 'contribute', 'sustained', 'growth', 'boba', 'ecosystem', 'users', 'developers', 'boba', 'fee', 'token', 'collaboration', 'impactscope', 'metis', 'team', 'presented', 'metis', 'earth', 'day', 'hackathon', 'team', 'selected', '55', 'applicants', '800', 'applications', 'metis', 'global', 'ambassadorspolygon', 'supernets', 'introduced', 'dedicated', 'scalable', 'blockchains', 'aim', 'ignite', 'mass', 'adoption', 'polygon', 'web3', 'support', 'ambitious', 'product', 'goal', 'team', 'announced', '100', 'm', 'support', 'fund', 'meta', 'making', 'major', 'foray', 'web3', 'polygon', 'powering', 'itthe', 'version', 'starknet', 'bridge', 'starkgate', 'alpha', 'starkgate', 'alpha', 'live', 'mainnetmaker', 'announced', 'starknet', 'dai', 'bridge', 'launchas', 'loopring', 'l2', 'continues', 'big', 'influx', 'new', 'users', 'week', 'sure', 'check', 'knowledge', 'base', 'things', 'loopring', 'l2', 'new', 'video', 'tutorial', 'added', 'loopring', 'university', 'new', 'community', 'wearable', 'nft', 'airdrops', 'coming', 'sure', 'loopring', 'l2', 'wallets', 'activatedzkspace', 'mobile', 'app', 'android', 'ios', 'bringing', 'zkspace', 'layer', '2', 'dex', 'payment', 'nft', 'features', 'fingertips', 'use', 'mobile', 'app', 'perform', 'activities', 'possible', 'zkspace', 'web', 'app', 'eco', 'deposit', 'fast', 'withdraw', 'included', 'future', 'versionsdydx', 'ios', 'app', 'available', 'public', 'makes', 'dydx', 'defi', 'protocols', 'launch', 'dedicated', 'mobile', 'app', 'puts', 'user', 'experience', 'par', 'centralized', 'exchanges', 'celousd', 'runeusd', 'icp', 'liveearlier', 'year', 'gamestop', 'announced', 'building', 'nft', 'marketplace', 'ethereum', 'immutable', 'x', 'chosen', 'integrate', 'ethereum', 'l2', 'protocol', 'marketplace', 'bring', 'nextgen', 'gaming', 'nft', 'projects', 'gamestop', 'customers', 'immutable', 'x', 'developer', 'launch', 'rewards', 'program', 'bigger', 'prizes', 'program', 'celebrates', 'earlystage', 'nft', 'collectibles', 'journey', 'ethereum', 'powered', 'immutable', 'xthe', 'deversifi', 'team', 'launched', 'bug', 'bounty', 'scheme', 'offering', 'rewards', '30000', 'finding', 'security', 'issues', 'app', 'website', 'api', 'discordthe', 'state', 'layer', '2', 'ecosystem', 'l2beatoptimistic', 'rollup', 'price', 'differences', 'data', 'compressionpotential', 'future', 'hybrid', 'zkoptimistic', 'rollupdisaggregated', 'blockchain', 'layersand', 'morelayer2']"
347058,43 of tether backing is in treasury bills which is about 31 b from usd nominated usdt us treasury issues about 1000 billion treasury bills each month so id agree with yellen,"['tether', 'usdt']"
347073,will next update unleash the rekt or are parties prepared,"['“wrecked” (meaning major losses)', 'rekt']"
347106,whats fei eth price of depeg,"['ether (also known as ethereum)', 'eth']"
347109,if u use cmc as a source for an oracle price arguments are gone,"['coinmarketcap', 'cmc']"
347112,even usdt was off,"['tether', 'usdt']"
347116,yeah even usdc or dai had cex depeges remember compoud oracle exploit,"['usd coin (stablecoin)', 'usdc']"
347121,luna has the same utility as eth,"['ether (also known as ethereum)', 'eth']"
347133,there has been a variety of stable coins on eth which have gone to zero though,"['ether (also known as ethereum)', 'eth']"
347134,legendary early defi days video tale by the degenscore chads,"['decentralized finance', 'defi']"
347141,in the terra case burning the stable actually mints lunai think eth gets less flack bc its inflation isnt tied to any stable running on the network,"['ether (also known as ethereum)', 'eth']"
347153,sers could you explain how this stetheth unpeg will potentially affect on eth price fluctuations and more important why it can affect,"['ether (also known as ethereum)', 'eth']"
347154,should reduce sell pressure as selling staked eth should be more painful and less attractive,"['ether (also known as ethereum)', 'eth']"
347210,would have to disagree on this onenear price is shite but the network is great usn is a nice alternative to a bank account and backed with usdt up to first 1b theres a fun ecosystem and the limited infra they have is good and well supported,"['tether', 'usdt']"
347218,well minedude himself is giga rich so is probably everyone of the luna foundationthey wouldnt have baited with emergency plans etc for more exit liquidity if they wouldnt have made a full life money on this exit,"['ethereum classic', 'etc']"
347304,so many people rekt by catching knives or waiting in anchor due to this statement,"['“wrecked” (meaning major losses)', 'rekt']"
347340,this all reminds me of perlin extreme hubris rekt everyone and crashed the market,"['“wrecked” (meaning major losses)', 'rekt']"
347343,only drama i noticed was that a continued depeg would liquidate their steth vault indeed the one behind lite however they have since added 22m in usdc to their collateral and their healthratio is quite safe for the type of leverage they have what do you mean with something in the contract went wrong where did you read about it,"['usd coin (stablecoin)', 'usdc']"
347423,defi protocols have accounted for an evergrowing share of all funds stolen from cryptocurrency platforms since the beginning of 2020 and lost the vast majority of stolen funds in 2021 as of may 1 defi protocols account for 97 of the 168 billion worth of cryptocurrency stolen in 2022 link,"['decentralized finance', 'defi', 'decentralized finance', 'defi', 'defi', 'protocols', 'accounted', 'evergrowing', 'share', 'funds', 'stolen', 'cryptocurrency', 'platforms', 'beginning', '2020', 'lost', 'vast', 'majority', 'stolen', 'funds', '2021', '1', 'defi', 'protocols', 'account', '97', '168', 'billion', 'worth', 'cryptocurrency', 'stolen', '2022', 'link']"
347426,new use case by defi,"['decentralized finance', 'defi']"
347443,any other defi platforms that are dependent on chainlink oracle,"['decentralized finance', 'defi']"
347464,this is an interesting take for a crypto stable coin that is not based on fiat,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
347490,but there is still wormhole degens gotta degen,"['technical analysis or trend analysis', 'ta']"
347504,whole defi is built on oracle and many use chainlink and they can decide to pause it like that,"['decentralized finance', 'defi']"
347553,chainlink price feeds are just price oracles sourcing data from multiple venues i reckon every defi protocol on ethevms uses link oracles,"['decentralized finance', 'defi']"
347562,the convos were chain independent and they covered yam esd dsd basis cash etc whatever new chat you find you wont you would have to ctrlf anyway cause nobody wanna go explain the same design for the 10th time,"['ethereum classic', 'etc']"
347570,good point my assumption that the larger part of luna was aquired by far lower than ath prices and these people maxed our their loans by swaping it for collaterisedfiat stablecoins they are winners so theres no publicallt avaliable dashboard for such data,"['all-time high', 'ath']"
347581,yeah true idk what point i was trying make still they will have caused sooo many people to get rekt,"['“wrecked” (meaning major losses)', 'rekt']"
347584,if they had stopped sooner surely people would be more rekt as they wouldnt be able to cut any losses,"['“wrecked” (meaning major losses)', 'rekt']"
347600,whatre good dextools competitors now for seeing lists of all tokens prices etc,"['ethereum classic', 'etc']"
347602,dunno if ivan will block me for dragging this on but personally i find it disgusting how vcs that have been shilling a known scam are now not even able to say the simple english word sorry for having shilled a scam to young desperate and uninformed peoplesorry for spamming but imo we as a community must get better at speaking up and defi protocols must get better at not just incorporating every junk token and then finger pointing at chainlink,"['decentralized finance', 'defi']"
347621,im all libertarian but i also dealt with people crying who lost their jobs and all clue what theyre supposed to do now and i was too rekt myself to offer them a jobim also against cancelling people but the investors influencers who shilled young desperate kids who got failed by boomer economy with their little savings into ust should be shamed out of this space not pretty but imo thats on us now,"['“wrecked” (meaning major losses)', 'rekt']"
347635,this is probably a badly phrased summary there were a few courses of action that the terra team could have taken regardless of the design flaws in hindsight it probably would have been the right move to completely freeze the luna mint mechanism when it became apparent that the peg could not be saved then they should have announced that they will determine bad debt and work on raising funds put the whole thing into runoffjust letting the protocol run its course might be the most defi thing but it certainly was not the most sensible move in terms of mitigating damageedit somewhat like this,"['decentralized finance', 'defi']"
347642,while the block research was unable to determine whether the remaining funds were withdrawn a person with direct knowledge of the situation said that there are no celsius funds left outstanding with anchor protocol implying that the remaining 36000 eth or 74 million was also withdrawn or the remaining is worth 0 idk,"['ether (also known as ethereum)', 'eth']"
347643,has anyone figured out in cointracker how to make eth and weth the same thing,"['ether (also known as ethereum)', 'eth']"
347654,hi all im having issues withdrawingswapping on the terra network since yesterday im using the web extension with a ledger nano x and get the following error anyone encountered this and knowing of a fix,"['nano', 'nano']"
347684,can u import the work that u did from cointracker thocan u set eth and weth to be the same thing,"['ether (also known as ethereum)', 'eth']"
347686,lobsters hello again everyone can someone show or sent links to the recent pitchdesk showcases especially interested in the latest protocols on l1 including defi,"['decentralized finance', 'defi']"
347687,can u set eth and weth to be the same thing why they are not the same thing for tax purposes wrapping is a disposal,"['ether (also known as ethereum)', 'eth']"
347691,samkazemian almost got 100s of millions of of his community lps rekt via the 4pool he was simply lucky his good rep amongst ogs is one more bad sign of the state of this space,"['“wrecked” (meaning major losses)', 'rekt']"
347694,usdt depegged i think that is the reason,"['tether', 'usdt']"
347702,anyone building uxd on eth,"['ether (also known as ethereum)', 'eth']"
347708,please share dummy guide about how frax worksand why its more stable than usti mean after reading wp or official materials i understand only frax backed by some of usdc collateral ratio rest is in frax shareswhat if frax shares going to 0 as luna is there any liquidations hedge,"['usd coin (stablecoin)', 'usdc']"
347724,yes but another thing you arent counting is in the event that the nonpol liquidity is withdrawn and sold like that the amo would consistently burn the frax to keep the balance of the pool within stableswap peg range for an a factor of 1500 any remaining amount of frax left to be sold after that is a minority left compared to the other collateral the protocol has left hundreds of millions of locked liquidity on uni v3 etc,"['ethereum classic', 'etc']"
347742,well thats the problem i think we all agree that there needs to be collateral but what would be good collateral if you bar the fiat backed stablecoins,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
347744,if it was interchangeable in principle they wouldve started out that way theres a difference between being 11 collateralized by a fiatcoin and 11 collateralized by eth theres also the funny fine print of them coming to own progressively less of the liquidity if it goes too far,"['ether (also known as ethereum)', 'eth']"
347747,tbh almost every country where you profited 150 mill and then lost it a year later you will be rekt,"['“wrecked” (meaning major losses)', 'rekt']"
347753,how do the bridges work i mean how does the smart contract on ethereum holding the eth bridged to terra know whether the submitted bridge transactions terra eth were valid transactions on terra,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'bridges', 'work', 'mean', 'smart', 'contract', 'ethereum', 'holding', 'eth', 'bridged', 'terra', 'know', 'submitted', 'bridge', 'transactions', 'terra', 'eth', 'valid', 'transactions', 'terra']"
347754,would it detect if terra was 51 attacked and those malicious validators submitted invalid steal wrapped eth to bridge back to eth transactions in terra,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'detect', 'terra', '51', 'attacked', 'malicious', 'validators', 'submitted', 'invalid', 'steal', 'wrapped', 'eth', 'bridge', 'eth', 'transactions', 'terra']"
347781,savage dead rekt,"['“wrecked” (meaning major losses)', 'rekt']"
347792,hi does anyone know where i can find info about fpifpis fpi treasury address fpi treasury strategies fpi treasury performance info about fpi mintingredemption etc dont see it in official docs dune no answer in frax tg group,"['ethereum classic', 'etc']"
347830,people dumping steth eth cash out,"['ether (also known as ethereum)', 'eth']"
347870,eg you can have one investor do a bank wire and the other in usdc,"['usd coin (stablecoin)', 'usdc']"
347872,so they took a big money and deposit on anchor for getting yield and rekt,"['“wrecked” (meaning major losses)', 'rekt']"
347875,gro blew up the second time already on top of drowning every protocol participant anyways another 3ac 99 token tbh just gotta look away,"['technical analysis or trend analysis', 'ta']"
347878,ruin everyone that stepped in on his posts and plans or listennedmake a new tokencant make this upedit that said most are ruined anywaysbut the pnd and relistings etc are now even more scammier,"['pump-and-dump scheme', 'pnd', 'ethereum classic', 'etc', 'ruin', 'stepped', 'posts', 'plans', 'listennedmake', 'new', 'tokencant', 'upedit', 'said', 'ruined', 'anywaysbut', 'pnd', 'relistings', 'etc', 'scammier']"
347904,unpopular opinion but if they signed saft where options were usdt or ust why they are wondering today i bet 1 peg wasnt mentioned anywhere in saft,"['tether', 'usdt']"
347974,yearn had ust in the pools of curve but no specific strategies in ust afaik altho usdc and dai have exposure to quite a lot milkyklim no,"['usd coin (stablecoin)', 'usdc']"
347988,there should be stops in place 10 depeg even usdt had it is fine but at 10 maybe you should pull out,"['tether', 'usdt']"
347990,because usdt was 10 off peg if you would exit the strategy there youd be a huge l,"['tether', 'usdt']"
347999,usdt has collateral backing,"['tether', 'usdt']"
348002,and 3crv in a moment was 85 usdt which was a bit scary,"['tether', 'usdt']"
348018,heres the reality it was fun and games up until about a week ago will the story be different if all the usdc andor usdt in curve is effectively deleted in the next 30 minutes,"['usd coin (stablecoin)', 'usdc', 'tether', 'usdt', 'heres', 'reality', 'fun', 'games', 'week', 'ago', 'story', 'different', 'usdc', 'andor', 'usdt', 'curve', 'effectively', 'deleted', '30', 'minutes']"
348021,yeah so this is really unfortunate we only ever deal with technical risk and as i said earlier terras products are fairly well constructed in terms of audits bug bounties testing docs etc hence the highish scores we give to anchor aperturewe never deal with financial risk thats for you guys to figure out were primarily looking at how products are made and if there are indicators of poor contract building quality rug potential its up to you to figure out whether or not you want to buy the thing being built thats far too complicated contentious to deal with us we have our swim lane and we stick to it,"['ethereum classic', 'etc']"
348040,just got my wust anyone here reckon its worth now to hold it for the new potencial luna airdrop xd or it wont cover eth chain,"['ether (also known as ethereum)', 'eth']"
348049,etherscan dextools curve spiritswap etc,"['ethereum classic', 'etc']"
348078,doesnt fei have a liquidation mechanism if eth price falls too low,"['ether (also known as ethereum)', 'eth']"
348083,iirc it doesnt even display eip712 params you get a hash from whatever youve connected to your ledger and you sign it thats alldoes the nano x do this too or is it only limited to the nano s and the trezor one,"['nano', 'nano', 'nano', 'nano', 'iirc', 'nt', 'display', 'eip712', 'params', 'hash', 've', 'connected', 'ledger', 'sign', 's', 'alldoes', 'nano', 'x', 'limited', 'nano', 's', 'trezor']"
348092,gotta catch this earlier,"['technical analysis or trend analysis', 'ta']"
348098,yeah for sure but what im saying would apply everywhere as well you dont have to rely on every project monitoring their sites etc which i really wouldnt bet on happening,"['ethereum classic', 'etc']"
348116,there is probably more market volatility to come how do people feel about crypto lending platforms celsius nexo ledn blockfi etc in the current market condition these platforms are doing okay so far but they work until they dont and they didnt exist before 2017 is there a low risk way to continue to earn some yield or perhaps the focus should be capital preservation over yield at the moment,"['ethereum classic', 'etc']"
348123,to chart every token on every major dex any code tools recommendationsedit yes we can chart ui with tradingview thats the easy part we can get token lists from coingecko or other api but wanted to find new and unlisted tokens tooto find every token pair first of all on dexs perhaps use graphql subgraph or some better methods toolsedit as mentioned below deploy uni v2 subgraph on all evms of interest for pricediscovery sounds like a good start,"['application programming interface', 'api']"
348133,coingecko coinmarketcap and some others have api than returns all listed coins,"['application programming interface', 'api']"
348142,that will be 10 eth in consulting fees pls,"['ether (also known as ethereum)', 'eth']"
348200,yes and then locked up but got rekt by curve emergency multisig so whats the afterstory was it a 4yr lock that now has 0 voting power,"['“wrecked” (meaning major losses)', 'rekt']"
348231,so rai had the problem youre talking about when it launched but once there was enough rai supply created from cdps market forcesdebt issuers and liquidators naturally take over especially when eth goes down wish i had a chart to demonstrate this but the mechanism works quite well,"['ether (also known as ethereum)', 'eth']"
348232,of course to bootstrap that initial supply rai gave out rewards to encourage minting i think for maker it was more altruistic from eth whales since it was such a new idea at the time,"['ether (also known as ethereum)', 'eth']"
348269,he means he was dragged because people are challenging why he listing again etc,"['ethereum classic', 'etc']"
348285,just general eth competitor and ust is being abandoned,"['ether (also known as ethereum)', 'eth']"
348296,if your gonna do it just use geth or erigon and use the graphql api the schema for their rpc not subgraph against rhe db directly much more performant and can handle higher load,"['application programming interface', 'api']"
348306,they have been tweeting some wild stuff lately and most of it related to crypto gurss some young lad that got rekt by crypto running their account haha,"['“wrecked” (meaning major losses)', 'rekt']"
348334,i want to know more opinions on this while i use in my browsing browser many extensions like ublock origin https everywhere and others when required privacy badger ghostery decentraleyes and many unrelated to privacysafety ones ofc i dont have any other extension apart of metamask in my one for defi out of concern that somehow if one of them are compromised by devs i may get a surprise am i in the wrong there,"['decentralized finance', 'defi']"
348393,either way the fastest way to get all the things you dont want into the space is cheering on retail getting rekt vitalik understands this,"['“wrecked” (meaning major losses)', 'rekt']"
348394,vitalik also suggested to lido to fuck their depositors if lido grows too much so they leave maybe i misunderstood what he meant which is also communism well lido wants eth to be decentralized cause it makes eth more valuable then too safe so maybe its a bit better in that context but still,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'vitalik', 'suggested', 'lido', 'fuck', 'depositors', 'lido', 'grows', 'leave', 'maybe', 'misunderstood', 'meant', 'communism', 'lido', 'wants', 'eth', 'decentralized', 'cause', 'makes', 'eth', 'valuable', 'safe', 'maybe', 'bit', 'better', 'context']"
348476,rekt on luna nft set to help those that lost could it work,"['“wrecked” (meaning major losses)', 'rekt']"
348498,we count the lending amo cr as 100 cr rather than 150 cr this is because the correct way to think about the frax minted into places like aave is that it is backed by 1 of debt owed by aave protocol not 150 of eth that the borrower used to borrow the frax,"['ether (also known as ethereum)', 'eth']"
348504,i havent done an analysis of the protocol profits since last week but i assume frax is still one of the most cash flow generating protocols in the entire defi space even if it is lower than 200m revenue now that some yields are down i dont think theres many protocols that can match fraxs revenue generation which is weird to see fxs hit so hard in the market rn as you can see in the dashboard the average daily income of the protocol is 317kday thats over 115m annual revenue in these conditions we are in extremely good shape and excelling even in these markets,"['decentralized finance', 'defi']"
348505,in coingecko api what do these meancost_to_move_down_usdcost_to_move_up_usdmove by how much,"['application programming interface', 'api']"
348530,hard assets like usdc deployed to the curve pool technically it is 3crv lp tokens to be specific lending amos also known as overcollateralized loans and other pol on uniswap amos etc,"['usd coin (stablecoin)', 'usdc', 'ethereum classic', 'etc', 'hard', 'assets', 'like', 'usdc', 'deployed', 'curve', 'pool', 'technically', '3crv', 'lp', 'tokens', 'specific', 'lending', 'amos', 'known', 'overcollateralized', 'loans', 'pol', 'uniswap', 'amos', 'etc']"
348550,this is also the same issue faced by central banks and generally fiat money the only difference is that they are backed by an army their model is also unsustainble just takes longer to break apart,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
348555,with fxs liquidity in place too i think below 09 approx it cant fall id be a buyer there tbh given usdt doesnt depeg for real then which likely it wont,"['tether', 'usdt']"
348569,from lunaust event sam is doing nonstop ama,"['ask me anything', 'ama']"
348572,if we can have the answer for this one it will be great before the ama,"['ask me anything', 'ama']"
348586,eth has gas,"['ether (also known as ethereum)', 'eth']"
348596,the curve amo operates in the frax3crv pool so it has exposure to usdc usdt and dai so its collateral is a mixture of those 3 stablecoins currently the tvl amos have is created predominantly in 2 ways minting algorithmic frax supply into the protocol it operates in or directing collateral that was used to mint frax into the protocol so in the curve amo example the 1b tvl it has control of is from frax3crv lp tokens it owns from a combination of minting algorithmic frax into the pool during expansions and moving usdc into the pool from users minting frax for the lending amos like aave it is purely minted algorithmic frax just like dais direct deposit module,"['usd coin (stablecoin)', 'usdc', 'tether', 'usdt', 'usd coin (stablecoin)', 'usdc', 'curve', 'amo', 'operates', 'frax3crv', 'pool', 'exposure', 'usdc', 'usdt', 'dai', 'collateral', 'mixture', '3', 'stablecoins', 'currently', 'tvl', 'amos', 'created', 'predominantly', '2', 'ways', 'minting', 'algorithmic', 'frax', 'supply', 'protocol', 'operates', 'directing', 'collateral', 'mint', 'frax', 'protocol', 'curve', 'amo', 'example', '1b', 'tvl', 'control', 'frax3crv', 'lp', 'tokens', 'owns', 'combination', 'minting', 'algorithmic', 'frax', 'pool', 'expansions', 'moving', 'usdc', 'pool', 'users', 'minting', 'frax', 'lending', 'amos', 'like', 'aave', 'purely', 'minted', 'algorithmic', 'frax', 'like', 'dais', 'direct', 'deposit', 'module']"
348615,bout3fiddy is it fair to compare the volumes in the last few days given the chunk of volume was probably people exiting entering on usdt panic arbitrage and a lot of ust pool shenanigans not sure,"['tether', 'usdt']"
348625,how about a simple public good stable coin dont pay out fees as profit accumulate them into collaterala simple system with eth as backing fees can be reduced after some supersafe collateral ratio threshold like 1000 cheaper fees and higher collateral ratio than any competitor the public good stablecoin has a clear competitive edge also less risk factors no governance no centralized assets in collateral higher collateral ratio transparent simple data on the health of the system,"['ether (also known as ethereum)', 'eth']"
348642,people will get into lusd only after getting rekt by gov with custodial stables and ponzi algo stables,"['“wrecked” (meaning major losses)', 'rekt']"
348651,their vision is more like build once make contracts immutable the risks are protocol hack and severe and quick to 5001000 but thats my assumptions eth dump,"['ether (also known as ethereum)', 'eth']"
348656,assuming constant eth price and any usage the scale will go to infinity the first is a stupid assumption knowing that any collateral can lose its value what is better in the case of the public good is that the safety margin can be set arbitrarily high no collateral provider trying to find yield in market would accept such high cr,"['ether (also known as ethereum)', 'eth']"
348660,but the shenanigans are the only way any collateralized stable has any chance of not being limited by any one collateral which is arguably dubious seeing as theyre all highly correlatedliquitys decentralization comes from being immutable theres no gubernance cartel you need to bribe in order to get your token acceptedtweak for favorable parametersetc its not a managed coin which is what dai and friends are which is easy because it accepts being limited by eth with a pretty generous collateralization ratio of 110you would need to figure out how to do the same if you intend on adding more collateral,"['ether (also known as ethereum)', 'eth']"
348663,but youve done nothing to increase how much it can grow if all you do is not charge feesdivert fees elsewhere its still limited my the only token that can be collateralized eth in your case,"['ether (also known as ethereum)', 'eth']"
348664,so the scale is limited by ethereum and this applies to lusd too wouldnt eth price climb if more of it becomes tied into collateralyes that is a limitation but the demand for the stablecoins is undeniable why not support the ones trying to maximize decentralization resiliency and stability,"['ether (also known as ethereum)', 'eth']"
348665,any list of all major vampire attacks in defi,"['decentralized finance', 'defi']"
348686,at best its par collateralization like fiatcoins still limited by the amount of fiat backing the fiatcoin basic logic,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
348694,you have to account for liquidation buffer possible price drops etc read their model with troves where it can be liquidated even if cr is 100 if i am not mistaken,"['ethereum classic', 'etc']"
348703,i would assume mostly like sai v1 where it is used as leveraged eth position,"['ether (also known as ethereum)', 'eth']"
348753,you know there are other fiat currencies besides dollars that are stable,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
348761,also its not just about avoiding perception of failed stablecoin its about trying to prevent people from getting rekt who only know one kind of stablecoin,"['“wrecked” (meaning major losses)', 'rekt']"
348765,nfts are priced in eth,"['ether (also known as ethereum)', 'eth']"
348784,am i reading this correctly swap 2m eth for 750k rai,"['ether (also known as ethereum)', 'eth']"
348788,how is this different from just forking the network at a specific most recent block alchemy etc allow you to do this already trivial with a local node,"['ethereum classic', 'etc']"
348812,i also think that many will soon play enough and do real things in defi,"['decentralized finance', 'defi']"
348815,attacker seems done for now 1m on bsc and 300k on eth but contracts are a mess so who knows,"['ether (also known as ethereum)', 'eth']"
348817,food for thought on all this algo stable coin discussion has anyone tried banging a couple gans against each other where the goals are to create and break a pegged token a la the 2019 article that made some noise 3 years ago roughly the concept would be to create a multi agent system that is similar enough to a open market blockchain environment to be useful and spit out lots of training data then have some gans attack each other ad infinitum where the cost function is to create the most stable pegmuch easier said than done but given the size of the pot and the cost of large algo stable failures ust you think some lab would be tossing some brains and compute at the opportunity,"['potcoin', 'pot']"
348837,just in the total value of the ethereum deposit contract 20 has reached an alltime high of 12588658 eth 266 billion,"['ether (also known as ethereum)', 'eth']"
348906,screamsh usdc vault empty,"['usd coin (stablecoin)', 'usdc']"
